wsif_year,school_organization_id,school_name,student_group,school_level,regular_attendance_numerator,regular_attendance_denominator,regular_attendance_rate
2018,"100,395",Finley Middle School,All Students,Middle,522,645,0.809302326
2018,"101,535",Finn Hill Middle School,All Students,Middle,1715,1879,0.912719532
2018,"104,896",First Creek Middle School,All Students,Middle,1989,2360,0.84279661
2018,"100,470",Foothills Middle School,All Students,Middle,1544,1855,0.832345013
2018,"100,512",Forks Junior-Senior High School,All Students,Middle,1090,1367,0.797366496
2018,"100,521",Fort Vancouver High School,All Students,High,2770,4742,0.584141712
2018,"101,398",Foster Senior High School,All Students,High,2108,2801,0.752588361
2018,"101,062",Franklin High School,All Students,High,3132,3892,0.804727646
2018,"103,181",Franklin Middle School,All Students,Middle,1937,2560,0.756640625
2018,"102,271",Franklin Pierce High School,All Students,High,2981,3658,0.814926189
2018,"102,807",Freeman High School,All Students,High,870,999,0.870870871
2018,"103,957",Freeman Middle School,All Students,Middle,580,635,0.913385827
2018,"102,352",Friday Harbor High School,All Students,High,561,824,0.680825243
2018,"102,353",Friday Harbor Middle School,All Students,Middle,349,457,0.763676149
2018,"102,310",Frontier Middle School,All Students,Middle,1896,2223,0.852901484
2018,"100,826",Frontier Middle School,All Students,Middle,1699,2213,0.767736105
2018,"100,616",Frontier Middle School,All Students,Middle,2096,2464,0.850649351
2018,"105,786",Futurus High School,All Students,High,151,241,0.626556017
2018,"100,549",Gaiser Middle School,All Students,Middle,2147,2729,0.786735068
2018,"103,918",Garfield at Palouse High School,All Students,High,39,89,0.438202247
2018,"101,080",Garfield High School,All Students,High,4272,5383,0.793609511
2018,"103,148",Garfield Middle School,All Students,Middle,71,80,0.8875
2018,"103,020",Garrison Middle School,All Students,Middle,1554,1820,0.853846154
2018,"102,737",Garry Middle School,All Students,Middle,1248,1763,0.707884288
2018,"102,465",Gateway Middle School,All Students,Middle,2516,2654,0.948003014
2018,"102,957",George Washington Bush Middle Sch,All Students,Middle,1677,1838,0.912404788
2018,"105,988",Gibson Ek High School,All Students,High,211,256,0.82421875
2018,"102,260",Gig Harbor High,All Students,High,4242,5040,0.841666667
2018,"102,324",Glacier Middle School,All Students,Middle,2084,2410,0.86473029
2018,"104,722",Glacier Peak High School,All Students,High,4340,5369,0.808344198
2018,"104,768",Glacier View Junior High,All Students,Middle,2027,2508,0.808213716
2018,"104,233",Global Connections High School (Closed after 2016-2017 school year),All Students,High,700,1071,0.653594771
2018,"102,723",Glover Middle School,All Students,Middle,1232,1654,0.744860943
2018,"101,808",Goldendale High School,All Students,High,696,931,0.747583244
2018,"101,809",Goldendale Middle School,All Students,Middle,679,832,0.816105769
2018,"102,250",Goodman Middle School,All Students,Middle,1459,1668,0.87470024
2018,"102,055",Gov John Rogers High School,All Students,High,3858,5546,0.695636495
2018,"104,150",Graham Kapowsin High School,All Students,High,4901,5913,0.828851683
2018,"103,231",Grandview High School,All Students,High,1948,2794,0.697208304
2018,"103,234",Grandview Middle School,All Students,Middle,2091,2560,0.816796875
2018,"103,264",Granger High School,All Students,High,1172,1327,0.883195177
2018,"103,263",Granger Middle School,All Students,Middle,1338,1425,0.938947368
2018,"102,655",Granite Falls High School,All Students,High,1411,1616,0.873143564
2018,"102,657",Granite Falls Middle School,All Students,Middle,1010,1241,0.81385979
2018,"101,906",Grapeview Elementary & Middle School,All Students,Middle,641,696,0.920977011
2018,"102,797",Greenacres Middle School,All Students,Middle,1978,2337,0.846384253
2018,"102,991",H.e.a.r.t. High School,All Students,High,75,118,0.63559322
2018,"104,002",Haller Middle School,All Students,Middle,1734,2037,0.851251841
2018,"101,086",Hamilton International Middle School,All Students,Middle,3096,3290,0.941033435
2018,"100,417",Hanford High School,All Students,High,5231,6135,0.852648737
2018,"100,869",Harbor High School,All Students,High,73,371,0.196765499
2018,"102,265",Harbor Ridge Middle School,All Students,Middle,1585,1825,0.868493151
2018,"102,505",Harbour Pointe Middle School,All Students,Middle,2327,2538,0.916863672
2018,"101,898",Harrington High School,All Students,High,107,157,0.681528662
2018,"103,241",Harrison Middle School,All Students,Middle,2154,2682,0.803131991
2018,"101,930",Hawkins Middle School,All Students,Middle,1140,1375,0.829090909
2018,"104,471",Hayes Freedom High School,All Students,High,261,457,0.571115974
2018,"101,342",Hazen Senior High School,All Students,High,3802,4898,0.776235198
2018,"102,463",Heatherwood Middle School,All Students,Middle,2664,2984,0.892761394
2018,"102,248",Henderson Bay Alt High School,All Students,High,349,522,0.668582375
2018,"105,625",Henrietta Lacks Health and Bioscience High School,All Students,High,1438,1768,0.813348416
2018,"102,466",Henry M. Jackson High School,All Students,High,5160,6682,0.772223885
2018,"100,618",Heritage High School,All Students,High,3516,5613,0.626402993
2018,"102,615",Hidden River Middle School,All Students,Middle,1227,1350,0.908888889
2018,"102,629",High School Re Entry,All Students,High,35,87,0.402298851
2018,"100,349",Highland Elementary,All Students,High,822,1000,0.822
2018,"102,482",Highland Elementary,All Students,High,1914,2045,0.93594132
2018,"103,260",Highland High School,All Students,High,882,1058,0.833648393
2018,"103,257",Highland Junior High School,All Students,Middle,492,557,0.883303411
2018,"101,362",Highland Middle School,All Students,Middle,1430,1581,0.904490829
2018,"101,077",Highland Park Elementary School,All Students,High,971,1132,0.857773852
2018,"101,499",Highland Terrace Elementary,All Students,High,1404,1483,0.946729602
2018,"101,328",Highlands Elementary School,All Students,High,1511,1714,0.881563594
2018,"101,947",Highlands High School,All Students,High,24,93,0.258064516
2018,"100,366",Highlands Middle School,All Students,Middle,2204,2561,0.860601328
2018,"101,256",Highline High School,All Students,High,2578,3774,0.68309486
2018,"105,803",Highline Home School Center,All Students,High,,64,
2018,"105,799",Highline Open Doors 1418,All Students,High,,1332,
2018,"100,567",Hockinson High School,All Students,High,1557,2023,0.769649036
2018,"100,564",Hockinson Middle School,All Students,Middle,1197,1335,0.896629213
2018,"100,878",Hoquiam High School,All Students,High,1130,1463,0.772385509
2018,"100,875",Hoquiam Middle School,All Students,Middle,975,1139,0.856014047
2018,"103,087",Horizon Middle School,All Students,Middle,1150,1399,0.822015726
2018,"102,804",Horizon Middle School,All Students,Middle,1212,1472,0.823369565
2018,"100,382",Horse Heaven Hills Middle School,All Students,Middle,2457,2658,0.924379233
2018,"100,401",Housel Middle School,All Students,Middle,1604,1885,0.850928382
2018,"100,538",Hudson's Bay High School,All Students,High,2400,3773,0.636098595
2018,"102,226",Hudtloff Middle School,All Students,Middle,1870,2267,0.824878694
2018,"100,709",Huntington Middle School,All Students,Middle,1480,1692,0.874704492
2018,"100,450",Icicle River Middle School,All Students,Middle,753,871,0.864523536
2018,"101,212",Illahee Middle School,All Students,Middle,2058,2418,0.851116625
2018,"101,983",Ilwaco High School,All Students,High,671,827,0.811366385
2018,"100,750",Inchelium High School,All Students,High,125,197,0.634517766
2018,"100,752",Inchelium Middle School,All Students,Middle,102,151,0.675496689
2018,"101,562",Inglewood Middle School,All Students,Middle,3469,3640,0.953021978
2018,"101,123",Ingraham High School,All Students,High,3273,3996,0.819069069
2018,"101,383",Interlake Senior High School,All Students,High,4416,4998,0.883553421
2018,"101,245",Islander Middle School,All Students,Middle,3240,3419,0.94764551
2018,"101,463",Issaquah High School,All Students,High,6257,7048,0.88776958
2018,"101,461",Issaquah Middle School,All Students,Middle,2516,2779,0.905361641
2018,"100,868",J M Weatherwax High School,All Students,High,2146,2779,0.772220223
2018,"101,927",James A. Taylor High School,All Students,High,25,158,0.158227848
2018,"105,777",Jane Addams Middle School,All Students,Middle,2443,2706,0.902808574
2018,"100,543",Jason Lee Middle School,All Students,Middle,1664,2009,0.828272773
2018,"102,970",Jefferson Middle School,All Students,Middle,1177,1315,0.895057034
2018,"100,583",Jemtegaard Middle School,All Students,Middle,1282,1572,0.815521628
2018,"102,872",Jenkins Junior/Senior High,All Students,Middle,945,1169,0.808383234
2018,"103,026",John Sager Middle School,All Students,Middle,848,1039,0.816169394
2018,"101,757",John Sedgwick Middle School,All Students,Middle,1808,2112,0.856060606
2018,"101,544",Juanita High School,All Students,High,4034,4468,0.902864816
2018,"103,003",Julius A Wendt Elementary/John C Thomas Middle School,All Students,Middle,911,1008,0.903769841
2018,"100,788",Kahlotus Elem & High,All Students,High,140,163,0.858895706
2018,"100,692",Kalama Middle School,All Students,Middle,911,1031,0.883608147
2018,"102,048",Kalles Junior High,All Students,Middle,2310,2729,0.846463906
2018,"102,506",Kamiak High School,All Students,High,5610,6331,0.886115937
2018,"100,370",Kamiakin High School,All Students,High,4771,5302,0.899849114
2018,"101,548",Kamiakin Middle School,All Students,Middle,1564,1736,0.900921659
2018,"101,502",Kellogg Middle School,All Students,Middle,1813,2014,0.90019861
2018,"100,703",Kelso High School,All Students,High,3832,4883,0.784763465
2018,"101,635",Kenmore Middle School,All Students,Middle,1794,1980,0.906060606
2018,"100,363",Kennewick High School,All Students,High,4222,4949,0.853101637
2018,"101,615",Kentlake High School,All Students,High,3772,4626,0.815391267
2018,"101,574",Kent-Meridian High School,All Students,High,4345,6397,0.679224637
2018,"101,586",Kentridge High School,All Students,High,5778,6723,0.859437751
2018,"101,598",Kentwood High School,All Students,High,4930,6176,0.798251295
2018,"102,911",Kettle Falls High School,All Students,High,483,677,0.713441654
2018,"102,910",Kettle Falls Middle School,All Students,Middle,607,695,0.873381295
2018,"102,261",Key Peninsula Middle School,All Students,Middle,1092,1310,0.833587786
2018,"101,208",Kilo Middle School,All Students,Middle,1384,1760,0.786363636
2018,"104,342",Kingston High School,All Students,High,1680,2380,0.705882353
2018,"101,710",Kingston Middle School,All Students,Middle,1254,1516,0.827176781
2018,"100,389",Kiona-Benton City High School,All Students,High,1176,1414,0.831683168
2018,"100,390",Kiona-Benton City Middle School,All Students,Middle,869,987,0.880445795
2018,"101,523",Kirkland Middle School,All Students,Middle,1712,1800,0.951111111
2018,"101,780",Kittitas High School,All Students,High,958,1133,0.845542807
2018,"101,803",Klickitat Elem & High,All Students,High,200,222,0.900900901
2018,"102,942",Komachin Middle School,All Students,Middle,1947,2226,0.874663073
2018,"102,263",Kopachuck Middle School,All Students,Middle,1451,1598,0.908010013
2018,"103,072",Kulshan Middle School,All Students,Middle,1438,1728,0.832175926
2018,"100,572",La Center High School,All Students,High,1407,1690,0.832544379
2018,"100,570",La Center Middle School,All Students,Middle,1083,1182,0.916243655
2018,"102,399",La Conner High School,All Students,High,429,628,0.683121019
2018,"102,401",La Conner Middle,All Students,Middle,343,429,0.7995338
2018,"102,411",La Venture Middle School,All Students,Middle,1572,1951,0.805740646
2018,"103,126",Lacrosse High School,All Students,High,47,111,0.423423423
2018,"100,901",Lake Quinault High School,All Students,High,130,249,0.522088353
2018,"100,855",Lake Roosevelt Jr/Sr High School,All Students,High,649,994,0.652917505
2018,"102,475",Lake Stevens Middle School,All Students,Middle,1735,1936,0.896177686
2018,"102,472",Lake Stevens Sr High School,All Students,High,4566,5712,0.799369748
2018,"101,524",Lake Washington High School,All Students,High,4274,4973,0.859440981
2018,"102,191",Lakeridge Middle School,All Students,Middle,1658,1856,0.893318966
2018,"102,235",Lakes High School,All Students,High,3468,4261,0.813893452
2018,"102,756",Lakeside High School,All Students,High,1280,1517,0.8437706
2018,"102,757",Lakeside Middle School,All Students,Middle,910,1022,0.890410959
2018,"102,640",Lakewood High School,All Students,High,1639,2218,0.738954013
2018,"102,639",Lakewood Middle School,All Students,Middle,1431,1722,0.831010453
2018,"101,192",Lakota Middle School,All Students,Middle,1973,2363,0.834955565
2018,"103,128",Lamont Middle School,All Students,Middle,81,101,0.801980198
2018,"100,639",Laurin Middle School,All Students,Middle,1742,2014,0.864945382
2018,"100,607",Legacy High School,All Students,High,415,861,0.481997677
2018,"100,358",Legacy High School,All Students,High,449,829,0.541616405
2018,"106,076",Leona Libby Middle School,All Students,Middle,613,685,0.894890511
2018,"101,643",Leota Middle School,All Students,Middle,2311,2569,0.899571818
2018,"102,700",Lewis & Clark High School,All Students,High,4606,5644,0.816087881
2018,"103,199",Lewis & Clark Middle School,All Students,Middle,1919,2559,0.749902306
2018,"100,550",Lewis and Clark High School,All Students,High,175,302,0.579470199
2018,"101,965",Liberty Bell Jr Sr High,All Students,High,578,812,0.71182266
2018,"102,837",Liberty High School,All Students,High,334,481,0.694386694
2018,"102,838",Liberty Jr High & Elementary,All Students,High,876,1006,0.870775348
2018,"105,208",Liberty Middle School,All Students,Middle,1873,2209,0.847894975
2018,"104,207",Liberty Middle School,All Students,Middle,2219,2481,0.89439742
2018,"101,473",Liberty Sr High School,All Students,High,3355,4013,0.836032893
2018,"100,486",Lincoln High School,All Students,High,129,278,0.464028777
2018,"103,022",Lincoln High School,All Students,High,193,627,0.307814992
2018,"102,661",Lincoln Hill High School,All Students,High,307,467,0.65738758
2018,"100,346",Lincoln Middle School,All Students,Middle,1049,1249,0.839871898
